# GP, 17 April 2026
# Launders et al.
# arXiv:2604.16600
1.000E-03	1.559E-45	1.093E+00
1.064E-03	1.555E-42	1.092E+00
1.132E-03	1.025E-39	1.091E+00
1.204E-03	4.571E-37	1.091E+00
1.281E-03	1.413E-34	1.090E+00
1.362E-03	3.097E-32	1.089E+00
1.449E-03	4.908E-30	1.089E+00
1.541E-03	5.737E-28	1.088E+00
1.640E-03	5.037E-26	1.087E+00
1.744E-03	3.379E-24	1.087E+00
1.855E-03	1.760E-22	1.086E+00
1.974E-03	7.229E-21	1.086E+00
2.100E-03	2.374E-19	1.085E+00
2.234E-03	6.319E-18	1.084E+00
2.376E-03	1.380E-16	1.084E+00
2.527E-03	2.505E-15	1.083E+00
2.689E-03	3.817E-14	1.083E+00
2.860E-03	4.936E-13	1.082E+00
3.042E-03	5.472E-12	1.081E+00
3.236E-03	5.248E-11	1.081E+00
3.443E-03	4.393E-10	1.080E+00
3.662E-03	3.235E-09	1.080E+00
3.896E-03	2.113E-08	1.079E+00
4.144E-03	1.232E-07	1.078E+00
4.409E-03	6.465E-07	1.078E+00
4.690E-03	3.070E-06	1.077E+00
4.989E-03	1.327E-05	1.076E+00
5.307E-03	5.256E-05	1.076E+00
5.645E-03	1.917E-04	1.075E+00
6.005E-03	6.468E-04	1.074E+00
6.388E-03	2.030E-03	1.074E+00
6.795E-03	5.949E-03	1.073E+00
7.229E-03	1.636E-02	1.072E+00
7.690E-03	4.235E-02	1.071E+00
8.180E-03	1.036E-01	1.071E+00
8.702E-03	2.406E-01	1.070E+00
9.256E-03	5.318E-01	1.069E+00
9.847E-03	1.122E+00	1.068E+00
1.047E-02	2.267E+00	1.067E+00
1.114E-02	4.399E+00	1.066E+00
1.185E-02	8.217E+00	1.065E+00
1.261E-02	1.482E+01	1.064E+00
1.341E-02	2.585E+01	1.063E+00
1.427E-02	4.374E+01	1.062E+00
1.518E-02	7.191E+01	1.061E+00
1.615E-02	1.151E+02	1.059E+00
1.718E-02	1.797E+02	1.058E+00
1.827E-02	2.742E+02	1.057E+00
1.944E-02	4.094E+02	1.055E+00
2.067E-02	5.993E+02	1.054E+00
2.199E-02	8.613E+02	1.052E+00
2.340E-02	1.217E+03	1.051E+00
2.489E-02	1.692E+03	1.049E+00
2.647E-02	2.319E+03	1.047E+00
2.816E-02	3.135E+03	1.046E+00
2.996E-02	4.186E+03	1.044E+00
3.187E-02	5.525E+03	1.042E+00
3.390E-02	7.215E+03	1.041E+00
3.606E-02	9.328E+03	1.039E+00
3.836E-02	1.195E+04	1.038E+00
4.081E-02	1.518E+04	1.036E+00
4.341E-02	1.913E+04	1.035E+00
4.618E-02	2.392E+04	1.033E+00
4.912E-02	2.972E+04	1.032E+00
5.225E-02	3.668E+04	1.030E+00
5.559E-02	4.500E+04	1.029E+00
5.913E-02	5.489E+04	1.028E+00
6.290E-02	6.660E+04	1.027E+00
6.691E-02	8.039E+04	1.026E+00
7.118E-02	9.658E+04	1.025E+00
7.572E-02	1.155E+05	1.024E+00
8.055E-02	1.375E+05	1.023E+00
8.568E-02	1.631E+05	1.022E+00
9.114E-02	1.926E+05	1.021E+00
