# PRIMAT v0.2.2, 23 June 2023 - Analytic Rate
# Malaney & Fowler ApJ 345 (1989) L5
# Heil et al. ApJ 507 (1998) 997
0.001	6015    3. 
0.002	6015    3. 
0.003	6015    3. 
0.004	6015    3. 
0.005	6015    3. 
0.006	6015    3. 
0.007	6015    3. 
0.008	6015    3. 
0.009	6015    3. 
0.01	6015    3. 
0.011	6015    3. 
0.012	6015    3. 
0.013	6015    3. 
0.014	6015    3. 
0.015	6015    3. 
0.016	6015    3. 
0.018	6015    3. 
0.02	6015    3. 
0.025	6015    3. 
0.03	6015    3. 
0.04	6015    3. 
0.05	6015    3. 
0.06	6015    3. 
0.07	6015    3. 
0.08	6015    3. 
0.09	6015    3. 
0.1	6015.000002    3. 
0.11	6015.000021    3. 
0.12	6015.000131    3. 
0.13	6015.000603    3. 
0.14	6015.002224    3. 
0.15	6015.006837    3. 
0.16	6015.018154    3. 
0.18	6015.091021    3. 
0.2	6015.325108    3. 
0.25	6018.057773    3. 
0.3	6027.955728    3. 
0.35	6050.057116    3. 
0.4	6087.00111    3. 
0.45	6138.41622    3. 
0.5	6201.786493    3. 
0.6	6350.341879    3. 
0.7	6506.399705    3. 
0.8	6652.121751    3. 
0.9	6778.615198    3. 
1	6883.046637    3. 
1.25	7054.74432    3. 
1.5	7130.116817    3. 
1.75	7145.959607    3. 
2	7127.677634    3. 
2.5	7045.098126    3. 
3	6945.442559    3. 
3.5	6849.723882    3. 
4	6764.048625    3. 
5	6624.652166    3. 
6	6520.36094    3. 
7	6441.401001    3. 
8	6380.433065    3. 
9	6332.407474    3. 
10	6293.876158    3. 
